"name","country","operator","users","purpose","perigee","apogee","launch_mass","date_of_launch","expected_lifetime",
"Starlink-2728","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2729","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2731","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2732","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2733","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2734","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2735","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2736","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2737","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2738","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2739","USA","SpaceX","Commercial","Communications",564,582,260,2021-05-26,4.000000,
"Starlink-2740","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2741","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2742","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2743","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2745","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2746","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2748","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2749","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2750","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2751","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2752","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2753","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2754","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2755","USA","SpaceX","Commercial","Communications",260,280,260,2021-05-09,4.000000,
"Starlink-2756","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-2757","USA","SpaceX","Commercial","Communications",564,582,260,2021-05-15,4.000000,
"Starlink-2758","USA","SpaceX","Commercial","Communications",564,582,260,2021-05-26,4.000000,
"Starlink-2763","USA","SpaceX","Commercial","Communications",258,280,260,2021-05-26,4.000000,
"Starlink-3003","USA","SpaceX","Commercial","Communications",515,536,260,2021-06-30,4.000000,
"Starlink-3004","USA","SpaceX","Commercial","Communications",515,536,260,2021-06-30,4.000000,
"Starlink-3005","USA","SpaceX","Commercial","Communications",515,536,260,2021-06-30,4.000000,
"Starlink-3042","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3043","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3044","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3045","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3046","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3047","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3048","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3049","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3050","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3051","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3052","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3053","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3054","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3055","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3056","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3057","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3058","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3059","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3060","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3068","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3069","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3071","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3072","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3073","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3074","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3075","USA","SpaceX","Commercial","Communications",489,493,260,2021-11-13,4.000000,
"Starlink-3077","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3078","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3079","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3080","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3081","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3082","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3083","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3084","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3085","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3086","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3087","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3088","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3089","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3090","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3091","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3093","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3095","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3096","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3097","USA","SpaceX","Commercial","Communications",407,409,260,2021-11-13,4.000000,
"Starlink-3098","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3099","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3100","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3101","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3102","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3103","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3104","USA","SpaceX","Commercial","Communications",570,575,260,2021-09-13,4.000000,
"Starlink-3105","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3106","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3107","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3108","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3109","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3110","USA","SpaceX","Commercial","Communications",493,496,260,2021-11-13,4.000000,
"Starlink-3111","USA","SpaceX","Commercial","Communications",494,496,260,2021-11-13,4.000000,
"Starlink-3112","USA","SpaceX","Commercial","Communications",492,495,260,2021-11-13,4.000000,
"Starlink-3113","USA","SpaceX","Commercial","Communications",538,542,260,2021-12-02,4.000000,
"Starlink-3114","USA","SpaceX","Commercial","Communications",492,494,260,2021-11-13,4.000000,
"Starlink-3115","USA","SpaceX","Commercial","Communications",405,408,260,2021-11-13,4.000000,
"Starlink-3116","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3117","USA","SpaceX","Commercial","Communications",383,386,260,2021-11-13,4.000000,
"Starlink-3118","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3119","USA","SpaceX","Commercial","Communications",358,362,260,2021-09-13,4.000000,
"Starlink-3120","USA","SpaceX","Commercial","Communications",493,496,260,2021-11-13,4.000000,
"Starlink-3121","USA","SpaceX","Commercial","Communications",490,492,260,2021-11-13,4.000000,
"Starlink-3122","USA","SpaceX","Commercial","Communications",406,409,260,2021-11-13,4.000000,
"Starlink-3124","USA","SpaceX","Commercial","Communications",404,406,260,2021-11-13,4.000000,
"Starlink-3125","USA","SpaceX","Commercial","Communications",405,407,260,2021-11-13,4.000000,
"Starlink-3126","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3127","USA","SpaceX","Commercial","Communications",406,408,260,2021-11-13,4.000000,
"Starlink-3128","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3129","USA","SpaceX","Commercial","Communications",404,407,260,2021-11-13,4.000000,
"Starlink-3130","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3131","USA","SpaceX","Commercial","Communications",491,493,260,2021-11-13,4.000000,
"Starlink-3132","USA","SpaceX","Commercial","Communications",403,405,260,2021-11-13,4.000000,
"Starlink-3133","USA","SpaceX","Commercial","Communications",494,496,260,2021-11-13,4.000000,
"Starlink-3134","USA","SpaceX","Commercial","Communications",490,492,260,2021-11-13,4.000000,
"Starlink-3135","USA","SpaceX","Commercial","Communications",492,495,260,2021-11-13,4.000000,
"Starlink-3136","USA","SpaceX","Commercial","Communications",348,352,260,2021-11-13,4.000000,
"Starlink-3137","USA","SpaceX","Commercial","Communications",405,408,260,2021-11-13,4.000000,
"Starlink-3138","USA","SpaceX","Commercial","Communications",490,493,260,2021-11-13,4.000000,
"Starlink-3139","USA","SpaceX","Commercial","Communications",491,493,260,2021-11-13,4.000000,
"Starlink-3140","USA","SpaceX","Commercial","Communications",408,412,260,2021-11-13,4.000000,
"Starlink-3141","USA","SpaceX","Commercial","Communications",403,405,260,2021-11-13,4.000000,
"Starlink-3143","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3144","USA","SpaceX","Commercial","Communications",489,491,260,2021-11-13,4.000000,
"Starlink-3145","USA","SpaceX","Commercial","Communications",403,406,260,2021-11-13,4.000000,
"Starlink-3146","USA","SpaceX","Commercial","Communications",495,497,260,2021-11-13,4.000000,
"Starlink-3147","USA","SpaceX","Commercial","Communications",495,499,260,2021-11-13,4.000000,
"Starlink-3148","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3149","USA","SpaceX","Commercial","Communications",491,494,260,2021-11-13,4.000000,
"Starlink-3150","USA","SpaceX","Commercial","Communications",404,406,260,2021-11-13,4.000000,
"Starlink-3151","USA","SpaceX","Commercial","Communications",494,498,260,2021-11-13,4.000000,
"Starlink-3153","USA","SpaceX","Commercial","Communications",492,495,260,2021-11-13,4.000000,
"Starlink-3154","USA","SpaceX","Commercial","Communications",406,408,260,2021-11-13,4.000000,
"Starlink-3155","USA","SpaceX","Commercial","Communications",538,542,260,2021-12-02,4.000000,
"Starlink-3156","USA","SpaceX","Commercial","Communications",404,406,260,2021-11-13,4.000000,
"Starlink-3157","USA","SpaceX","Commercial","Communications",408,411,260,2021-11-13,4.000000,
"Starlink-3158","USA","SpaceX","Commercial","Communications",407,410,260,2021-11-13,4.000000,
"Starlink-3159","USA","SpaceX","Commercial","Communications",407,410,260,2021-11-13,4.000000,
"Starlink-3160","USA","SpaceX","Commercial","Communications",405,407,260,2021-11-13,4.000000,
"Starlink-3161","USA","SpaceX","Commercial","Communications",493,496,260,2021-11-13,4.000000,
"Starlink-3162","USA","SpaceX","Commercial","Communications",408,411,260,2021-11-13,4.000000,
"Starlink-3165","USA","SpaceX","Commercial","Communications",348,351,260,2022-02-03,4.000000,
"Starlink-3166","USA","SpaceX","Commercial","Communications",348,351,260,2022-02-03,4.000000,
"Starlink-3167","USA","SpaceX","Commercial","Communications",348,351,260,2022-02-03,4.000000,
"Starlink-3172","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3173","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3174","USA","SpaceX","Commercial","Communications",348,351,260,2022-02-03,4.000000,
"Starlink-3175","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3176","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3177","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3178","USA","SpaceX","Commercial","Communications",348,351,260,2022-02-03,4.000000,
"Starlink-3179","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3180","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3181","USA","SpaceX","Commercial","Communications",348,351,260,2022-02-03,4.000000,
"Starlink-3182","USA","SpaceX","Commercial","Communications",348,351,260,2022-02-03,4.000000,
"Starlink-3183","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3184","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3185","USA","SpaceX","Commercial","Communications",348,351,260,2022-01-19,4.000000,
"Starlink-3189","USA","SpaceX","Commercial","Communications",348,351,260,2022-02-03,4.000000,
"Starlink-3190","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3191","USA","SpaceX","Commercial","Communications",442,445,260,2021-12-02,4.000000,
"Starlink-3192","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3193","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3194","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3195","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3196","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3197","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3198","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3199","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3200","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3201","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3202","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3203","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3204","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3206","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3207","USA","SpaceX","Commercial","Communications",442,445,260,2021-12-02,4.000000,
"Starlink-3208","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
"Starlink-3209","USA","SpaceX","Commercial","Communications",443,446,260,2021-12-02,4.000000,
